"Name","Source","AC","HP","Strength","Dexterity","Constitution","Intelligence","Wisdom","Charisma","CR"
"Tsucora Quori","ERLW","16 (natural armor)","68 (8d8 + 32)","17","14","18","14","14","16","7 (2,900 XP)"
"Twig Blight","MM","13 (natural armor)","4 (1d6 + 1)","6","13","12","4","8","3","1/8 (25 XP)"
"Two-Headed Cerberus","MOT","12","39 (6d8 + 12)","15","14","14","3","13","6","2 (450 XP)"
"Typhon","MOT","17 (natural armor)","195 (17d12 + 85)","24","10","20","7","12","13","15 (13,000 XP)"
"Tyrannosaurus Rex","MM","13 (natural armor)","136 (13d12 + 52)","25","10","19","2","12","9","8 (3,900 XP)"
"Tyrannosaurus Zombie","ToA","11 (natural armor)","136 (13d12 + 52)","25","6","19","1","3","5","8 (3,900 XP)"
"Ulitharid","MPMM","15 (breastplate)","127 (17d10 + 14)","15","12","15","21","19","21","9 (5,000 XP)"
"Ultroloth","MM","19 (natural armor)","153 (18d8 + 72)","16","16","18","18","15","19","13 (10,000 XP)"
"Umber Hulk","MM","18 (natural armor)","93 (11d10 + 33)","20","13","16","9","10","10","5 (1,800 XP)"
"Undead Bulette","WDMM","17 (natural armor)","125 (9d10 + 45)","19","11","21","2","10","5","5 (1,800 XP)"
"Undead Cockatrice","OoW","11","27 (6d6 + 6)","6","12","12","2","13","5","1/2 (100 XP)"
"Undead Shambling Mound","WDMM","15 (natural armor)","136 (16d10 + 48)","18","8","16","5","10","5","5 (1,800 XP)"
"Undead Soldier","DSotDQ","18 (plate armor)","45 (6d8 + 18)","15","14","16","10","13","15","3 (700 XP)"
"Undead Tree","BGDIA","16 (natural armor)","138 (12d12 + 60)","23","8","21","12","16","12","9 (5,000 XP)"
"Undercity Medusa","GGR","16 (natural armor)","120 (16d8 + 48)","16","18","16","17","12","15","6 (2,300 XP)"
"Underworld Cerberus","MOT","16 (natural armor)","104 (11d10 + 44)","19","12","18","10","16","9","6 (2,300 XP)"
"Undying Councilor","ERLW","17 (natural armor)","104 (16d8 + 32)","16","10","14","17","21","16","10 (5,900 XP)"
"Undying Soldier","ERLW","17 (breastplate, shield)","26 (4d8 + 8)","16","12","14","11","13","14","2 (450 XP)"
"Unicorn","MM","12","67 (9d10 + 18)","18","14","15","11","17","16","5 (1,800 XP)"
"Unspeakable Horror","VRGR","15 (natural armor), 17 (Aberrant Armor Only)","95 (10d10 + 40)","21","13","19","3","14","17","8 (3,900 XP)"
"Uthgardt Barbarian Leader","SKT","14 (hide armor)","67 (9d8 + 27)","16","15","17","9","11","9","2 (450 XP)"
"Uthgardt Shaman","SKT","13 (hide armor)","38 (7d8 + 7)","14","12","13","10","15","12","2 (450 XP)"
"Valenar Hawk","ERLW","14","10 (4d4)","8","18","10","9","16","11","1/8 (25 XP)"
"Valenar Hound","ERLW","14 (natural armor)","19 (3d8 + 6)","17","15","14","10","15","11","1/2 (100 XP)"
"Valenar Steed","ERLW","13","22 (3d10 + 6)","14","16","14","10","15","11","1/2 (100 XP)"
"Vampirate","BAM","14 (natural armor)","42 (5d8 + 20)","12","14","18","10","11","12","2 (450 XP)"
"Vampirate Captain","BAM","15 (natural armor)","85 (10d8 + 40)","15","16","18","12","13","16","6 (2,300 XP)"
"Vampirate Mage","BAM","14 (natural armor)","68 (8d8 + 32)","12","14","18","13","14","15","5 (1,800 XP)"
"Vampire","MM","16 (natural armor)","144 (17d8 + 68)","18","18","18","17","15","18","13 (10,000 XP)"
"Vampire Spawn","MM","15 (natural armor)","82 (11d8 + 33)","16","16","16","11","10","12","5 (1,800 XP)"
"Vampire Spellcaster","MM","16 (natural armor)","144 (17d8 + 68)","18","18","18","17","15","18","15 (13,000 XP)"
"Vampire Warrior","MM","18 (plate armor)","144 (17d8 + 68)","18","18","18","17","15","18","15 (13,000 XP)"
"Vampiric Ixitxachitl","OotA","16 (natural armor)","44 (8d8 + 8)","14","18","13","12","13","7","2 (450 XP)"
"Vampiric Ixitxachitl Cleric","OotA","16 (natural armor)","44 (8d8 + 8)","14","18","13","12","13","7","2 (450 XP)"
"Vampiric Jade Statue","GoS","14 (natural armor)","114 (12d10 + 48)","16","14","18","6","10","5","8 (3,900 XP)"
"Vampiric Mind Flayer","VRGR","15 (natural armor)","85 (10d8 + 40)","18","18","18","5","15","18","5 (1,800 XP)"
"Vampiric Mist","MPMM","13","30 (4d8 + 12)","6","16","16","6","12","7","3 (700 XP)"
"Vargouille","MPMM","12","18 (4d4 + 8)","6","14","14","4","7","2","1 (200 XP)"
"Vegepygmy","MPMM","13 (natural armor)","13 (3d6 + 3)","7","14","13","6","11","7","1/4 (50 XP)"
"Vegepygmy Chief","MPMM","14 (natural armor)","33 (6d6 + 12)","14","14","14","7","12","9","2 (450 XP)"
"Velociraptor","MPMM","13 (natural armor)","10 (3d4 + 3)","6","14","13","4","12","6","1/4 (50 XP)"
"Velomachus Lorehold","SCC","21 (natural armor)","487 (25d20 + 225)","30","14","29","30","20","18","25 (75,000 XP)"
"Venom Troll","MPMM","15 (natural armor)","94 (9d10 + 45)","18","13","20","7","9","7","7 (2,900 XP)"
"Verbeeg Longstrider","IDRotF","14 (hide armor)","119 (14d10 + 42)","19","15","16","13","14","10","5 (1,800 XP)"
"Verbeeg Marauder","IDRotF","14 (hide armor, shield)","85 (10d10 + 30)","19","11","16","11","10","9","4 (1,100 XP)"
"Veteran","MM","17 (splint armor)","58 (9d8 + 18)","16","13","14","10","11","10","3 (700 XP)"
"Veteran of the Gauntlet","OotA","17 (splint armor)","58 (9d8 + 18)","16","13","14","10","11","10","3 (700 XP)"
"Vine Blight","MM","12 (natural armor)","26 (4d8 + 4)","15","8","14","5","10","3","1/2 (100 XP)"
"Violet Fungus","DoSI","5","18 (4d8)","3","1","10","1","3","1","1/4 (50 XP)"
"Violet Fungus","MM","5","18 (4d8)","3","1","10","1","3","1","1/4 (50 XP)"
"Vistana Assassin","CoS","15 (studded leather)","78 (12d8 + 24)","11","16","14","13","11","10","8 (3,900 XP)"
"Vistana Bandit","CoS","12 (leather armor)","11 (2d8 + 2)","11","12","12","10","10","10","1/8 (25 XP)"
"Vistana Bandit Captain","CoS","15 (studded leather)","65 (10d8 + 20)","15","16","14","14","11","14","2 (450 XP)"
"Vistana Commoner","CoS","10","4 (1d8)","10","10","10","10","10","10","0 (10 XP)"
"Vistana Guard","CoS","16 (chain shirt, shield)","11 (2d8 + 2)","13","12","12","10","11","10","1/8 (25 XP)"
"Vistana Spy","CoS","12","27 (6d8)","10","15","10","12","14","16","1 (200 XP)"
"Vistana Thug","CoS","11 (leather armor)","32 (5d8 + 10)","15","11","14","10","10","11","1/2 (100 XP)"
"Void Scavver","BAM","15 (natural armor)","157 (15d12 + 60)","22","16","19","4","13","5","11 (7,200 XP)"
"Vrock","MM","15 (natural armor)","104 (11d10 + 44)","17","15","18","8","13","8","6 (2,300 XP)"
"Vulture","MM","10","5 (1d8 + 1)","7","10","13","2","12","4","0 (10 XP)"
"Walking Corpse","CoS","10","4 (1d8)","10","10","10","10","10","10","0 (10 XP)"
"Walking Statue of Waterdeep","WDH","17 (natural armor)","314 (17d20 + 136)","30","8","27","1","10","1","18 (20,000 XP)"
"Walrus","IDRotF","9","22 (3d10 + 6)","15","9","14","3","11","4","1/4 (50 XP)"
"War Priest","MPMM","18 (plate)","117 (18d8 + 36)","16","10","14","11","17","13","9 (5,000 XP)"
"Warforged Colossus","ERLW","23 (natural armor)","410 (20d20 + 200)","30","11","30","3","11","8","25 (75,000 XP)"
"Warforged Soldier","ERLW","16 (natural armor, shield)","30 (4d8 + 12)","16","12","16","10","14","11","1 (200 XP)"
"Warforged Titan","ERLW","20 (natural armor)","125 (10d12 + 60)","23","8","22","3","11","1","8 (3,900 XP)"
"Warhorse","MM","11","19 (3d10 + 3)","18","12","13","2","12","7","1/2 (100 XP)"
"Warhorse Skeleton","MM","13 (barding scraps)","22 (3d10 + 6)","18","12","15","2","8","5","1/2 (100 XP)"
"Warlock of the Archfey","MPMM","13 (16 with mage armor)","67 (15d8)","9","16","11","11","12","18","4 (1,100 XP)"
"Warlock of the Fiend","MPMM","13 (16 with mage armor)","78 (12d8 + 24)","10","16","15","12","12","18","7 (2,900 XP)"
"Warlock of the Great Old One","MPMM","13 (16 with mage armor)","91 (14d8 + 28)","9","16","15","12","12","18","6 (2,300 XP)"
"Warlord","MPMM","18 (plate)","229 (27d8 + 108)","20","16","18","12","12","18","12 (8,400 XP)"
"Wasteland Dragonnel","DSotDQ","13","65 (10d10 + 10)","16","16","12","8","13","10","3 (700 XP)"
"Wastrilith","MPMM","18 (natural armor)","157 (15d10 + 75)","19","18","21","19","12","14","13 (10,000 XP)"
"Water Elemental","MM","14 (natural armor)","114 (12d10 + 48)","18","14","18","5","10","8","5 (1,800 XP)"
"Water Elemental Myrmidon","MPMM","18 (plate)","127 (17d8 + 51)","18","14","15","8","10","10","7 (2,900 XP)"
"Water Weird","MM","13","58 (9d10 + 9)","17","16","13","11","10","10","3 (700 XP)"
"Weasel","MM","13","1 (1d4 - 1)","3","16","8","2","12","3","0 (10 XP)"
"Werebat","WDMM","13","24 (7d6)","8","17","10","10","12","8","2 (450 XP)"
"Werebear","MM","10 in humanoid form, 11 (natural armor) in bear or hybrid form","135 (18d8 + 54)","19","10","17","11","12","12","5 (1,800 XP)"
"Wereboar","MM","10 in humanoid form, 11 (natural armor) in boar or hybrid form","78 (12d8 + 24)","17","10","15","10","11","8","4 (1,100 XP)"
"Werejaguar","TftYP","12","120 (16d8 + 48)","17","15","16","10","13","11","4 (1,100 XP)"
"Wererat","MM","12","33 (6d8 + 6)","10","15","12","11","10","8","2 (450 XP)"
"Wereraven","VRGR","12","31 (7d8)","10","15","11","13","15","14","2 (450 XP)"
"Weretiger","MM","12","120 (16d8 + 48)","17","15","16","10","13","11","4 (1,100 XP)"
"Werewolf","MM","11 in humanoid form, 12 (natural armor) in wolf or hybrid form","58 (9d8 + 18)","15","13","14","10","11","10","3 (700 XP)"
"Whistler","JttRC","15 (natural armor)","180 (24d10 + 48)","13","16","14","15","16","18","9 (5,000 XP)"
"White Abishai","MPMM","15 (natural armor)","68 (8d8 + 32)","16","11","18","11","12","13","6 (2,300 XP)"
"White Dragon Wyrmling","MM","16 (natural armor)","32 (5d8 + 10)","14","10","14","5","10","11","2 (450 XP)"
"White Greatwyrm","FTD","22 (natural armor)","533 (26d20 + 260)","30","14","30","21","20","26","27 (105,000 XP, or 210,000 XP as a mythic encounter)"
"Wight","MM","14 (studded leather)","45 (6d8 + 18)","15","14","16","10","13","15","3 (700 XP)"
"Wild Dog","ToA","12","3 (1d6)","8","15","11","3","12","6","0 (10 XP)"
"Will-o'-Wells","WBtW","19","22 (9d4)","1","28","10","13","14","11","2 (450 XP)"
"Will-o'-Wisp","MM","19","22 (9d4)","1","28","10","13","14","11","2 (450 XP)"
"Wine Weird","ToA","13","58 (9d10 + 9)","17","16","13","11","10","10","3 (700 XP)"
"Winged Bull","MOT","12","95 (10d10 + 40)","20","14","18","6","10","5","4 (1,100 XP)"
"Winged Kobold","MM","13","7 (3d6 - 3)","7","16","9","8","7","8","1/4 (50 XP)"
"Winged Lion","MOT","13","114 (12d10 + 48)","20","16","18","6","14","5","4 (1,100 XP)"
"Winged Thrull","GGR","12","31 (7d6 + 7)","9","15","12","8","9","8","1/2 (100 XP)"
"Winter Eladrin","MPMM","19 (natural armor)","165 (22d8 + 66)","11","16","16","18","17","13","10 (5,900 XP)"
"Winter Wolf","MM","13 (natural armor)","75 (10d10 + 20)","18","13","14","7","12","8","3 (700 XP)"
"Witchlight Hand (Medium)","WBtW","12","9 (2d8)","10","14","11","12","13","12","1/8 (25 XP)"
"Witchlight Hand (Small)","WBtW","12","7 (2d6)","10","14","11","12","13","12","1/8 (25 XP)"
"Witherbloom Apprentice","SCC","13 (leather armor)","44 (8d8 + 8)","10","14","13","12","15","11","2 (450 XP)"
"Witherbloom Pledgemage","SCC","12 (15 with vociferous form)","66 (12d8 + 12)","10","15","13","14","17","11","4 (1,100 XP)"
"Witherbloom Professor of Decay","SCC","14 (hide armor)","105 (14d8 + 42)","11","14","16","16","19","13","7 (2,900 XP)"
"Witherbloom Professor of Growth","SCC","13 (hide armor)","112 (15d8 + 45)","11","13","16","16","19","13","7 (2,900 XP)"
"Woe Strider","MOT","17 (natural armor)","110 (13d10 + 39)","18","15","16","8","14","14","7 (2,900 XP)"
"Wolf","MM","13 (natural armor)","11 (2d8 + 2)","12","15","12","3","12","6","1/4 (50 XP)"
"Wood Elf","SKT","13 (leather armor)","16 (3d8 + 3)","11","14","12","11","13","11","1/2 (100 XP)"
"Wood Elf Wizard","CM","12 (15 with mage armor)","45 (10d8)","9","14","10","17","13","12","7 (2,900 XP)"
"Wood Woad","MPMM","18 (natural armor, shield)","75 (10d8 + 30)","18","12","16","10","13","8","5 (1,800 XP)"
"Wooden Donkey","WDMM","10","11 (2d8 + 2)","14","10","13","2","10","5","1/8 (25 XP)"
"Worg","MM","13 (natural armor)","26 (4d10 + 4)","16","13","13","7","11","8","1/2 (100 XP)"
"Wraith","MM","13","67 (9d8 + 27)","6","16","16","12","14","15","5 (1,800 XP)"
"Wretched Sorrowsworn","MPMM","15 (natural armor)","10 (4d6 - 4)","7","12","9","5","6","5","1/4 (50 XP)"
"Wurm","GGR","18 (natural armor)","200 (16d12 + 96)","24","10","22","3","12","4","14 (11,500 XP)"
"Wynling","JttRC","15","21 (6d4 + 6)","3","20","13","10","14","16","1/2 (100 XP)"
"Wyvern","MM","13 (natural armor)","110 (13d10 + 39)","19","10","16","5","12","6","6 (2,300 XP)"
"Xorn","MM","19 (natural armor)","73 (7d8 + 42)","17","10","22","11","10","11","5 (1,800 XP)"
"Xvart","MPMM","13 (leather armor)","7 (2d6)","8","14","10","8","7","7","1/8 (25 XP)"
"Xvart Speaker","VGM","13 (leather armor)","7 (2d6)","8","14","10","13","7","7","1/8 (25 XP)"
"Xvart Warlock of Raxivort","MPMM","12","22 (5d6 + 5)","8","14","12","8","11","12","1 (200 XP)"
"Y'demi","SCC","16 (blood aegis)","127 (15d8 + 60)","11","14","18","20","12","12","9 (5,000 XP)"
"Yagnoloth","MPMM","17 (natural armor)","147 (14d10 + 70)","19","14","21","16","15","18","11 (7,200 XP)"
"Yak","SKT","10","13 (2d10 + 2)","16","10","12","2","10","6","1/4 (50 XP)"
"Yakfolk Priest","SKT","12 (hide armor)","52 (7d10 + 14)","16","11","15","14","18","14","4 (1,100 XP)"
"Yakfolk Warrior","SKT","11 (leather armor)","60 (8d10 + 16)","18","11","15","14","15","14","3 (700 XP)"
"Yeenoghu","MPMM","20 (natural armor)","333 (23d12 + 184)","29","16","26","26","24","15","24 (62,000 XP) or 25 (75,000 XP) when encountered in lair"
"Yellow Musk Creeper","ToA","6","60 (11d8 + 11)","12","3","12","1","10","3","2 (450 XP)"
"Yellow Musk Zombie","ToA","9","33 (6d8 + 6)","13","9","12","1","6","3","1/4 (50 XP)"
"Yeth Hound","MPMM","14 (natural armor)","51 (6d10 + 18)","18","17","16","5","12","7","4 (1,100 XP)"
"Yeti","MM","12 (natural armor)","51 (6d10 + 18)","18","13","16","8","12","7","3 (700 XP)"
"Yeti Leader","TftYP","12 (natural armor)","51 (6d10 + 18)","18","13","16","8","12","7","3 (700 XP)"
"Yeti Tyke","IDRotF","11 (natural armor)","9 (2d6 + 2)","10","11","12","6","8","5","1/8 (25 XP)"
"Yochlol","MM","15 (natural armor)","136 (16d8 + 64)","15","14","18","13","15","15","10 (5,900 XP)"
"Young Amethyst Dragon","FTD","18 (natural armor)","168 (16d10 + 80)","21","12","21","18","15","19","9 (5,000 XP)"
"Young Basilisk","OotA","13 (natural armor)","22 (4d6 + 8)","13","8","15","2","8","7","1 (200 XP)"
"Young Black Dragon","MM","18 (natural armor)","127 (15d10 + 45)","19","14","17","12","11","15","7 (2,900 XP)"
"Young Blue Dragon","MM","18 (natural armor)","152 (16d10 + 64)","21","10","19","14","13","17","9 (5,000 XP)"
"Young Brass Dragon","MM","17 (natural armor)","110 (13d10 + 39)","19","10","17","12","11","15","6 (2,300 XP)"
"Young Bronze Dragon","MM","18 (natural armor)","142 (15d10 + 60)","21","10","19","14","13","17","8 (3,900 XP)"
"Young Bulette","PotA","11 (natural armor)","45 (6d10 + 12)","21","8","15","2","12","6","2 (450 XP)"
"Young Cloud Giant","SKT","13 (natural armor)","105 (10d12 + 40)","21","8","19","10","12","12","5 (1,800 XP)"
"Young Copper Dragon","MM","17 (natural armor)","119 (14d10 + 42)","19","12","17","16","13","15","7 (2,900 XP)"
"Young Crystal Dragon","FTD","15 (natural armor)","95 (10d10 + 40)","17","12","18","16","14","17","5 (1,800 XP)"
"Young Deep Dragon","FTD","16 (natural armor)","93 (11d10 + 33)","18","13","16","12","14","16","5 (1,800 XP)"
"Young Dragon Turtle","FTD","19 (natural armor)","178 (17d12 + 68)","21","10","19","10","12","12","10 (5,900 XP)"
"Young Emerald Dragon","FTD","17 (natural armor)","142 (15d10 + 60)","21","12","19","16","14","16","8 (3,900 XP)"
"Young Fire Giant","TftYP","11 (hide armor)","59 (7d10 + 21)","19","8","16","5","7","7","2 (450 XP)"
"Young Frost Giant","TftYP","11 (hide armor)","59 (7d10 + 21)","19","8","16","5","7","7","2 (450 XP)"
"Young Gold Dragon","MM","18 (natural armor)","178 (17d10 + 85)","23","14","21","16","13","20","10 (5,900 XP)"
"Young Green Dragon","MM","18 (natural armor)","136 (16d10 + 48)","19","12","17","16","13","15","8 (3,900 XP)"
"Young Griffon (Medium)","IDRotF","12","32 (5d6 + 15)","12","15","16","2","13","8","1 (200 XP)"
"Young Griffon (Small)","IDRotF","12","13 (2d6 + 6)","8","15","16","2","13","8","1/4 (50 XP)"
"Young Griffon (Tiny)","IDRotF","12","5 (1d4 + 3)","2","15","16","2","13","8","0 (10 XP)"
"Young Hill Giant","TftYP","13 (hide armor)","15 (2d8 + 6)","16","12","16","7","11","10","1/2 (100 XP)"
"Young Hook Horror","OotA","11 (natural armor)","11 (2d6 + 4)","12","10","15","6","12","7","1/4 (50 XP)"
"Young Kruthik","MPMM","16 (natural armor)","9 (2d6 + 2)","13","16","13","4","10","6","1/8 (25 XP)"
"Young Lunar Dragon","BAM","16 (natural armor)","123 (13d10 + 52)","19","12","18","8","10","13","7 (2,900 XP)"
"Young Moonstone Dragon","FTD","18 (natural armor)","144 (17d10 + 51)","18","16","17","18","17","19","8 (3,900 XP)"
"Young Ogre Servant","TftYP","13 (hide armor)","15 (2d8 + 6)","16","12","16","7","11","10","1/2 (100 XP)"
"Young Purple Worm","PotA","18 (natural armor)","184 (15d20 + 90)","28","7","22","1","8","4","13 (10,000 XP)"
"Young Red Dragon","MM","18 (natural armor)","178 (17d10 + 85)","23","10","21","14","11","19","10 (5,900 XP)"
"Young Red Shadow Dragon","MM","18 (natural armor)","178 (17d10 + 85)","23","10","21","14","11","19","13 (10,000 XP)"
"Young Remorhaz","MM","14 (natural armor)","93 (11d10 + 33)","18","13","17","3","10","4","5 (1,800 XP)"
"Young Sapphire Dragon","FTD","17 (natural armor)","157 (15d10 + 75)","21","14","20","16","15","16","9 (5,000 XP)"
"Young Sea Serpent","FTD","16 (natural armor)","123 (13d12 + 39)","19","12","17","11","13","10","8 (3,900 XP)"
"Young Silver Dragon","MM","18 (natural armor)","168 (16d10 + 80)","23","10","21","14","11","19","9 (5,000 XP)"
"Young Solar Dragon","BAM","16 (natural armor)","178 (17d10 + 85)","20","15","20","13","14","12","9 (5,000 XP)"
"Young Topaz Dragon","FTD","17 (natural armor)","127 (17d10 + 34)","17","12","15","16","15","16","7 (2,900 XP)"
"Young Troglodyte","TftYP","12","5 (2d6 - 2)","7","15","9","8","7","8","1/8 (25 XP)"
"Young Wereraven","CoS","12","7 (2d6)","10","15","11","13","15","14","2 (450 XP)"
"Young White Dragon","MM","17 (natural armor)","133 (14d10 + 56)","18","10","18","6","11","12","6 (2,300 XP)"
"Young Winter Wolf","TftYP","14 (natural armor)","37 (5d10 + 10)","17","15","15","3","12","7","1 (200 XP)"
"Yuan-ti Abomination","MM","15 (natural armor)","127 (15d10 + 45)","19","16","17","17","15","18","7 (2,900 XP)"
"Yuan-ti Anathema","MPMM","16 (natural armor)","189 (18d12 + 72)","23","13","19","19","17","20","12 (8,400 XP)"
"Yuan-ti Broodguard","MPMM","14 (natural armor)","45 (7d8 + 14)","15","14","14","6","11","4","2 (450 XP)"
"Yuan-ti Malison (Type 1)","MM","12","66 (12d8 + 12)","16","14","13","14","12","16","3 (700 XP)"
"Yuan-ti Malison (Type 2)","MM","12","66 (12d8 + 12)","16","14","13","14","12","16","3 (700 XP)"
"Yuan-ti Malison (Type 3)","MM","12","66 (12d8 + 12)","16","14","13","14","12","16","3 (700 XP)"
"Yuan-ti Malison (Type 4)","VGM","12","66 (12d8 + 12)","16","14","13","14","12","16","3 (700 XP)"
"Yuan-ti Malison (Type 5)","VGM","12","66 (12d8 + 12)","16","14","13","14","12","16","3 (700 XP)"
"Yuan-ti Mind Whisperer","MPMM","14 (natural armor)","71 (13d8 + 13)","16","14","13","14","14","16","4 (1,100 XP)"
"Yuan-ti Nightmare Speaker","MPMM","14 (natural armor)","71 (13d8 + 13)","16","14","13","14","12","16","4 (1,100 XP)"
"Yuan-ti Pit Master","MPMM","14 (natural armor)","88 (16d8 + 16)","16","14","13","14","12","16","5 (1,800 XP)"
"Yuan-ti Priest","ToA","12","66 (12d8 + 12)","16","14","13","14","12","16","3 (700 XP)"
"Yuan-ti Pureblood","MM","11","40 (9d8)","11","12","11","13","12","14","1 (200 XP)"
"Zakya Rakshasa","ERLW","18 (scale mail, shield)","59 (7d8 + 28)","18","14","18","12","13","11","5 (1,800 XP)"
"Zaratan","MPMM","21 (natural armor)","307 (15d20 + 150)","30","10","30","2","21","18","22 (41,000 XP)"
"Zariel","MPMM","21 (natural armor)","420 (29d10 + 261)","27","24","28","26","27","30","26 (90,000 XP)"
"Zebra","ToA","10","13 (2d10 + 2)","16","10","12","2","11","7","1/4 (50 XP)"
"Zegana","GGR","16 (natural armor)","130 (20d8 + 40)","11","14","14","20","18","16","16 (15,000 XP)"
"Zhent Martial Arts Adept","WDH","16","49 (11d6 + 11)","11","17","13","11","16","10","3 (700 XP)"
"Zhentarim Thug","OotA","11 (leather armor)","32 (5d8 + 10)","15","11","14","10","10","11","1/2 (100 XP)"
"Zodar","BAM","20 (natural armor)","200 (16d8 + 128)","30","10","26","12","15","18","16 (15,000 XP)"
"Zombie","MM","8","22 (3d8 + 9)","13","6","16","3","6","5","1/4 (50 XP)"
"Zombie Clot","VRGR","12 (natural armor)","104 (11d12 + 33)","20","10","16","3","8","10","6 (2,300 XP)"
"Zombie Plague Spreader","VRGR","10","78 (12d8 + 24)","16","10","15","3","5","5","4 (1,100 XP)"
"Zorbo","ToA","10 (see Natural Armor feature)","27 (6d6 + 6)","13","11","13","3","12","7","1/2 (100 XP)"
